2022
2095	3591	187
5568	8137	81
6885	5550	186
10250	10583	1
2202	6675	194
6191	5545	186
10593	1141	187
8545	7091	171
5617	8848	117
1690	8320	186
3344	4797	95
4250	7069	97
5100	4408	90
2794	3358	93
5487	1515	101
4871	8965	42
8587	8137	81
8919	7155	90
9686	8320	186
2824	8774	178
10432	6069	22
4269	12125	97
2349	4623	184
4111	11154	90
10921	6675	194
8379	11931	166
8605	5545	186
7067	6675	194
5617	8848	18
6860	10738	129
552	7371	184
1356	7371	184
5720	6675	194
10190	6771	90
1143	5750	167
4102	977	85
6356	7759	178
884	9844	129
5220	8111	183
10588	3358	93
972	6675	194
3135	9557	190
3937	8320	116
3805	6458	234
9889	6874	117
3619	1728	169
442	8848	186
8793	7371	184
2777	3384	187
724	8965	38
1314	7371	184
8569	10875	169
1846	3776	18
10619	11037	125
8117	10525	80
7399	8965	42
6885	3717	185
4980	10323	190
362	9640	186
5991	4976	224
11736	3731	129
2699	5626	177
7838	7371	184
5473	7032	17
11835	4656	187
1465	3558	85
2851	7418	187
4874	8965	130
8552	11944	90
425	8848	186
5929	6290	80
11520	7848	70
4816	4262	190
11817	11037	125
9387	8965	45
4858	8965	44
7435	6675	194
5160	10178	178
8191	1679	85
458	8848	186
453	3283	178
382	6675	194
4697	3284	86
10044	4656	178
10172	3639	129
7715	8965	38
272	1712	190
4053	3717	226
8481	3805	186
1211	726	149
7888	3358	93
545	3805	186
10627	705	81
10667	10753	85
12044	11037	125
6047	8320	224
9068	3358	93
4489	9595	187
4369	4623	184
1915	4623	184
4448	8848	186
11196	7371	184
5777	8320	73
6939	7371	184
4208	1754	85
6238	11037	125
4355	6675	194
10988	8073	24
254	10685	97
9819	3776	18
6288	3776	18
11805	11037	125
472	3717	65
2313	7140	171
8367	8965	42
9488	8848	186
5038	8848	224
10136	8320	73
1332	8965	45
10807	6576	73
7615	11305	190
4683	8965	76
9574	8848	110
11613	11613	123
5296	9736	187
6607	8965	132
9	6675	194
9571	4597	85
9418	11064	169
7202	2852	96
3916	6675	194
1341	1329	194
4755	6675	194
8062	6849	183
2210	6675	194
6809	7371	184
11588	3639	129
1655	7371	184
5948	8848	186
11938	8965	42
1767	8016	97
11538	4867	62
5524	4692	173
4232	8965	61
9189	8848	186
3071	8848	224
7458	3358	93
7813	3776	18
5499	8965	76
6649	6458	234
2841	7371	184
3392	7371	184
10239	7371	184
2877	5577	186
2452	8965	38
8790	5021	187
3356	3384	178
1651	8125	145
10941	3717	185
6224	7371	184
4588	1329	194
5807	6675	194
10095	7371	184
7059	10916	178
2483	10235	187
11540	8532	97
8898	8320	73
818	8965	38
6869	8965	130
2575	7530	192
8149	7371	184
8298	8965	76
6169	8848	170
5465	4976	186
11454	4401	213
2889	7887	187
11773	6489	77
2541	1960	17
10465	8965	136
3691	1813	171
8881	3717	226
9776	9667	229
644	3358	93
11266	10942	97
7588	6458	234
8319	3733	129
5583	8965	76
7534	6153	80
5267	7968	79
9106	8848	21
1239	6899	85
11425	4995	190
8830	3872	64
5363	7371	184
6557	8965	42
8462	2904	169
8499	8848	110
12062	3731	129
1640	366	187
4674	4674	116
9779	8965	166
4186	10951	80
7259	7590	90
3660	6675	194
9153	1813	22
3562	2201	85
5727	4623	184
11784	8965	136
4424	6883	22
5522	7371	184
11539	119	186
2143	8965	76
11513	4623	184
9331	366	145
6593	6731	79
516	2578	190
11504	11037	125
2628	4995	190
1399	8965	76
11158	9616	82
2565	7371	184
130	9736	187
5278	8425	171
5394	9188	86
4364	9616	82
3739	8848	186
9156	6655	22
4443	11305	190
9016	6675	194
11857	4995	190
11738	1756	85
418	6675	194
6350	10178	187
12104	7371	184
2886	8965	64
1806	8848	117
9587	10231	186
7217	8965	132
2870	7371	184
8467	8965	38
10288	10878	18
4358	11172	97
451	9667	229
8790	7371	184
401	7371	184
9978	10231	186
4826	2893	85
319	8238	149
2405	4867	62
2173	8965	38
12088	11037	125
7608	8888	17
6318	5478	129
9343	8848	186
8694	8848	186
2455	3717	185
7805	8965	132
4073	8965	76
11614	11037	125
84	9164	97
11882	8965	76
2483	8848	186
6135	9643	187
1019	8848	186
10615	4061	70
11825	12179	22
12149	4713	62
3041	9667	222
10942	813	177
841	4789	151
1902	3805	186
6265	9807	186
2867	8965	38
3958	9650	81
6730	1167	97
8824	6363	17
6461	7371	184
1431	4623	184
9643	9640	116
3377	6145	82
6544	4659	90
2039	3358	93
1233	3717	226
11602	8965	136
5517	9870	145
995	8965	38
9198	8125	187
10806	7371	184
6381	10178	187
10437	1868	166
1184	4995	190
1819	8965	130
10576	4061	70
12065	11037	125
10029	11618	169
11333	9261	77
8813	9667	229
6295	6675	194
5321	6675	194
4988	12028	178
3535	9557	190
1136	11810	192
9779	3731	129
6085	8965	76
849	1868	38
40	7798	86
6201	8965	166
2525	3500	185
4541	6675	194
8666	6410	85
1311	8965	76
5361	8965	38
8509	12127	178
10688	7032	17
4524	9584	195
7969	8965	76
6084	7890	97
11187	4408	97
9241	7371	184
5786	2500	85
4115	4623	184
6917	3358	93
462	7703	95
6832	8137	81
1440	3805	186
6587	8965	132
6183	8848	186
11714	11037	125
8514	11037	125
1861	3591	187
7701	1141	187
1	11037	125
2376	9736	187
8195	3358	93
3634	7371	184
619	8266	85
4155	8467	97
5742	4401	213
6886	9808	117
10143	3805	21
11291	3805	186
6928	9595	187
789	6675	194
7169	10616	77
10561	10862	97
12088	8848	21
1449	6458	234
4672	705	81
1479	7371	184
7737	8965	132
9371	4194	90
8130	6675	194
12019	1813	22
11204	5238	86
7421	8061	77
1571	8320	73
1591	1868	63
8342	1868	63
8680	3358	93
8162	1960	17
9925	9667	222
763	8848	186
7155	3538	187
10601	10040	90
8117	9199	69
10537	10525	80
707	7559	186
8587	8965	76
6717	216	145
11970	11037	125
11287	6675	194
1158	7371	184
6320	8848	170
3087	8848	186
3563	4623	184
9714	10878	186
4223	6675	194
10797	8848	116
10032	8320	73
7767	5031	129
11600	8965	136
2723	3717	121
3952	8848	186
6013	12251	187
1924	3717	185
2349	5678	185
8130	10323	190
7432	1408	85
12054	8848	21
6052	5453	80
11205	5031	129
1840	4623	184
10827	3384	187
7334	5350	187
10820	6348	187
299	7371	184
5131	6675	194
7640	8848	186
6573	7581	69
9990	3805	186
11892	4656	178
7480	10982	187
4507	6691	171
9804	8965	131
8116	9736	187
2617	2048	187
737	8965	166
5856	8965	76
718	11157	90
3735	801	213
1237	3358	93
7141	9029	80
9312	3358	93
8338	11163	171
10809	8848	186
4570	10575	215
8153	8965	76
5222	7099	171
1608	9808	186
8870	8848	186
8452	4656	187
1073	8848	186
6265	7371	184
2843	7371	184
7814	8965	130
2744	8965	76
7448	3717	185
1664	119	186
2008	8848	186
5442	8848	186
1306	8848	186
3398	8965	76
12044	3880	129
6023	11205	145
1770	8965	132
4151	5545	186
5547	9898	192
10124	7069	96
2130	8783	169
2608	1329	194
12077	11037	125
9313	4588	77
5286	8320	186
10038	1329	194
472	1515	101
10152	8965	61
10452	7237	18
11503	11037	125
6640	5545	186
1950	8965	130
1513	7371	184
101	7371	184
8046	4867	62
6576	3776	18
5279	8848	186
999	12207	187
10937	8451	178
8430	8430	116
3511	8848	186
1978	9557	190
4797	6458	234
3943	3384	187
9459	10575	215
2142	7371	184
9699	3662	96
12119	3358	93
4689	8848	170
8655	3717	185
3295	8848	186
5322	6675	194
4470	3717	226
10579	3717	226
11248	9557	190
9693	3872	76
5870	6458	234
8058	6675	194
3929	8068	171
9375	11931	166
4773	6675	194
2203	3805	186
10599	10875	169
11070	11037	125
3517	8965	44
8231	8848	186
11729	8965	136
9165	8525	69
1683	5550	186
11880	11188	178
9915	3358	93
2504	8320	186
10720	5375	18
8313	4623	184
10551	3384	145
4321	12015	187
5612	8137	81
3707	10288	187
10829	4623	184
8449	6675	194
11712	11037	125
3687	8320	224
2082	6675	194
6346	3479	85
1794	7722	186
7794	3284	86
6983	4656	178
6826	7371	184
2814	7371	184
1928	4623	184
2957	6675	194
1931	6675	194
8096	3776	18
10588	7519	77
7524	7371	184
707	6675	194
12302	10172	169
6004	2269	96
4110	3358	93
6061	6616	90
3929	8965	64
9821	3805	186
214	3731	129
2528	8848	186
1441	8513	171
11191	10755	97
1083	7371	184
3557	8848	186
10424	3904	129
6790	8965	42
11223	3544	70
12149	12000	169
6270	11297	96
121	8965	64
9789	11037	125
8968	7371	184
2359	10323	190
11889	8848	186
585	6675	194
9380	4643	77
5315	7371	184
7642	8965	38
6673	8750	187
9293	4995	190
1673	6881	169
1963	170	96
11136	11931	61
10566	10464	90
7483	3717	65
10545	6675	194
7139	7371	184
10069	8965	76
3356	6675	194
6893	11683	187
520	8965	38
10466	4623	184
9699	8320	73
3346	3805	186
1882	3384	187
2429	4306	85
2132	7734	185
11318	3805	186
1939	4623	184
594	8848	186
4989	2904	169
785	12182	187
2128	9521	215
764	9650	81
4438	6675	194
8322	4623	184
3747	8965	45
8502	8965	76
5932	10231	186
11249	3880	129
5296	9736	145
391	7371	184
2532	3717	65
9441	7032	17
10318	7371	184
2435	7747	190
3949	6458	234
11800	11037	125
8465	6675	194
5320	1231	177
627	8532	97
3214	9667	222
5500	1329	194
5202	6689	221
5476	1960	17
4046	7451	185
10064	4001	93
10977	8965	76
2225	10410	149
10086	8965	76
129	8061	96
881	3363	77
8554	9808	116
5907	8848	186
6789	9667	229
8614	11297	96
5203	8848	186
11710	3717	121
7147	7371	184
7814	8965	132
11358	8848	186
5095	3717	226
10362	8848	186
6927	8125	187
7892	8320	21
5622	970	169
6354	1658	85
7000	8848	117
9328	5343	85
5282	8965	42
1739	3731	129
8311	8965	76
6752	8848	186
6358	10288	178
3392	8848	186
7559	8965	132
7831	6458	234
5949	8848	186
8036	6238	169
637	10353	85
2262	6675	194
10360	1754	85
3120	9521	1
9720	5247	85
11314	11037	125
4036	8848	170
9862	7104	187
6208	7217	116
11175	8965	76
8639	3717	185
1998	4525	77
1020	8848	224
7392	8848	186
4065	2233	97
12201	8848	186
8865	6348	187
2541	6363	17
2631	5614	171
8126	10939	187
8516	8965	38
5152	354	187
7785	8965	76
9335	3717	185
6370	8320	186
12125	7371	184
9741	10355	80
3825	8965	131
6026	2231	183
9756	8965	132
2858	4401	213
1991	7869	187
6761	10685	97
9142	7371	184
2132	6812	145
9306	9650	81
9061	8848	187
10135	9535	183
5688	6269	97
9771	2299	77
5040	8618	90
10697	9557	190
2354	1329	194
8945	9188	86
9381	9667	222
10190	9913	77
380	8848	186
9837	11037	125
7301	3358	93
8678	9555	192
3698	8965	64
11990	3091	97
5290	8965	38
9543	6675	194
9553	220	178
54	6771	90
10203	271	85
11136	11931	63
8322	8965	38
11333	10225	90
2467	5936	145
5166	7953	178
5949	9667	222
4697	8965	76
2798	8965	166
12210	11731	123
6301	8965	38
2340	11205	145
4855	3591	187
1846	8965	133
1082	1813	171
12088	5614	22
6594	9140	90
8912	4797	21
640	6675	194
120	7032	17
8181	9736	187
5096	7371	184
4736	7371	184
1897	6675	194
1054	9196	18
4800	1908	67
8747	3937	187
90	6675	194
2795	7371	184
11020	9624	149
620	3717	185
5142	6675	194
4325	6675	194
3884	8848	186
10677	7371	184
9240	8965	76
2488	5326	185
12257	11037	125
1769	9521	215
9686	6675	194
4731	10288	187
9853	7371	184
1373	6675	194
7145	8965	64
1453	5545	116
5382	8965	76
8826	226	192
9544	10288	178
6414	8848	117
4631	6348	171
10051	9650	81
7753	4641	173
8894	4115	90
6887	8474	169
7441	11944	90
8162	8965	45
11354	8965	64
5541	2843	85
1585	5299	190
1134	9521	1
5823	8965	76
3586	8965	61
4815	1329	194
5510	8965	38
3519	10323	190
1245	10185	69
11146	4001	93
4410	8320	73
5873	11404	178
9805	12165	190
4516	7371	184
4993	7561	187
10672	8848	186
8323	8965	64
10793	8965	38
1576	11931	63
7827	8965	61
7827	8965	64
9248	3717	185
10897	8965	166
9598	11069	186
5057	7371	184
8907	6549	187
1246	3806	85
6607	6458	234
4120	8965	76
93	3717	185
6950	3544	70
4327	6675	194
10674	4137	90
1843	8319	171
4389	4401	213
3140	6675	194
1440	420	183
4392	12050	187
3825	7734	121
307	9650	81
7474	9650	81
5533	5337	90
5654	7371	184
4880	3776	18
11092	4623	184
39	4953	85
5286	6675	194
1896	8965	61
7869	11037	125
11804	5563	22
1460	1515	101
9946	3358	93
9657	4401	213
6634	8965	130
7103	8888	17
9671	6675	194
3215	9736	187
2414	5176	149
7014	10382	18
3368	2164	187
3313	7371	184
6331	6458	234
3886	9870	187
6035	7056	77
12106	3717	185
4453	5545	186
8212	6881	171
8898	10525	80
7957	1018	187
8723	4972	213
4739	2189	90
9141	3805	186
2134	7371	184
1125	7371	184
7021	7371	184
7827	8965	166
1225	4976	18
8477	3639	129
7617	3358	93
3698	8085	171
1543	4623	184
6885	6675	194
5355	7772	77
5900	8965	76
1887	7371	184
3638	8965	76
5506	3384	169
7232	9410	90
7136	7371	184
5582	8848	186
4404	6509	69
9122	11646	123
10178	1813	22
3993	3872	63
2075	4713	62
2078	479	192
4764	10675	77
10715	8320	186
1856	6675	194
3497	4797	95
241	5021	145
4333	9521	1
2916	5926	90
7329	8848	186
2572	9667	222
3852	8965	45
4786	8965	61
1791	8848	186
1035	6458	234
462	6382	86
8095	6382	86
548	8320	186
3322	7423	190
10285	331	77
5871	7371	184
3378	9163	90
9902	6874	21
1352	5545	186
3899	3358	93
11562	2048	169
10910	6881	171
8337	1868	61
933	4623	184
6092	8061	77
6941	4588	77
2567	970	187
1836	8965	64
4245	9667	229
10049	3256	86
4442	8320	186
11237	3358	93
1477	7371	184
3778	9667	222
6835	8965	166
1128	8848	186
11157	7371	184
2061	9595	187
7696	7371	184
2506	6675	194
5998	6153	80
5714	7371	184
522	8965	38
2428	9557	190
678	10146	145
1568	8848	170
1416	6675	194
11601	3805	186
6028	6318	186
4395	9557	190
2054	8965	61
8140	7371	184
2443	8965	61
1911	6675	194
4922	8965	61
6878	6675	194
9273	9667	222
9573	11037	125
9370	11349	85
8218	9650	81
7330	1329	194
1064	6897	97
6091	3358	93
437	1329	194
6634	6458	234
8381	8965	166
2687	3763	121
8253	8965	76
2470	7371	184
3233	4623	184
10452	7237	21
6533	8965	38
1575	6675	194
4468	6589	187
564	2606	85
4670	3358	93
5099	6509	69
5925	2012	169
2804	8848	186
11093	842	213
8473	4656	145
11143	8965	76
7507	1842	85
11707	3731	129
9093	8965	76
8536	10008	187
4102	8320	73
10861	8848	186
8395	7759	187
138	10444	187
473	8855	18
6331	8965	131
3468	8848	186
1107	3805	224
1169	7371	184
1826	4623	184
6578	7371	184
3620	6675	194
2791	12050	187
11794	8848	186
6344	2201	85
10793	8848	186
6052	9164	77
2401	9557	190
7213	8848	186
6569	3639	129
4730	4272	190
12127	6069	22
1609	5337	77
3502	12015	192
2020	8181	85
7230	970	187
270	11905	169
9172	3805	186
9914	7371	184
9941	3358	93
2777	8848	186
8775	6675	194
8899	10875	169
10938	9120	169
6256	10231	186
12051	8848	21
11510	11911	145
6723	970	187
12278	7111	169
3738	10139	169
7720	9819	21
3539	7371	184
10538	6210	75
7023	8965	76
136	6675	194
6061	3249	69
8051	2843	85
8365	12182	169
709	9179	86
11513	7451	185
4497	8965	76
6050	6153	80
1247	5652	80
6954	6675	194
7396	1908	67
155	8848	186
399	5893	226
11629	11037	125
11201	8965	76
2333	6675	194
8734	8965	76
6321	8965	132
10066	3358	93
1400	8073	24
11583	4656	145
9017	4099	90
935	6675	194
3973	4623	184
306	8965	76
4739	1466	85
11540	9861	79
2616	801	213
9308	8965	76
5034	12048	169
9483	9667	222
1585	6675	194
7791	4797	116
9808	8965	132
7346	409	215
1010	8848	224
4299	7371	184
11344	3358	93
8902	7056	77
1749	6675	194
2453	6675	194
1797	8848	186
7165	5031	129
2486	3937	187
445	7371	184
8022	10353	85
3201	8848	186
3739	6675	194
4680	3591	187
1999	11069	95
7178	6675	194
8747	8320	110
10023	3358	93
11874	4276	85
493	8965	133
7213	3717	185
12067	11037	125
5356	9532	169
1850	8848	186
8368	12050	169
6269	7371	184
8760	8848	186
11718	3731	129
2456	7371	184
7459	3358	93
11084	8965	136
9875	8848	186
7436	4003	96
997	7371	184
9241	8848	186
4828	8848	186
422	7371	184
11827	11037	125
8292	12069	187
4771	9557	190
2377	7371	184
134	7530	178
10086	2795	86
10084	9560	96
590	6675	194
2439	1329	194
10317	7371	184
6999	8848	116
12012	3880	129
11052	947	187
